ID_Venta,Fecha_venta,ID_producto,ID_Zona,Venta,ID_Vendedor,ID_Cliente,Nombre_cliente,Direccion_cliente,Pais_cliente,Telefono_cliente,Clasificacion_credito,Producto,Zona_venta,Apellido_Vendedor,Nombre_vendedor,Edad_vendedor,Estado_civil_vendedor,Salario_vendedor,Telefono_vendedor,Fecha_de_venta,Anio_de_venta,Dia_de_venta,Mes_de_venta,Nombre_dia,Nombre_mes,Trimestre
1884,07/11/2017 0:00,2,4,2216214,9,7,The LandLord,Calle Aviacion 65,Uruguay,598-675552,CC,Oficina,Sur,HERNANDEZ,DANIEL,37,Casado,33192,52-5565477,07/11/2017,2017,7,11,Martes,Noviembre,4
1885,09/11/2017 0:00,4,3,1300500,35,5,Honduland,Avenida Gobernador 874,Honduras,,B,Nave,Centro,GARRIDO,INES,36,Casado,34816,52-5023604,09/11/2017,2017,9,11,Jueves,Noviembre,4
1886,09/11/2017 0:00,3,2,2333058,41,6,Pacifico Norte & CO,Constitucion 2322,Salvador,503-663333,B,Local,Oeste,BENITO,MARIA ELENA,59,Casado,39036,52-7174212,09/11/2017,2017,9,11,Jueves,Noviembre,4
1887,10/11/2017 0:00,1,4,692484,12,4,Agora e Tudo MM,Ipanema 875,Brazil,55-1276337,BB,Terreno,Sur,FERNANDEZ,CARLOS,33,Soltero,23888,52-7116464,10/11/2017,2017,10,11,Viernes,Noviembre,4
1888,10/11/2017 0:00,4,3,392972,24,3,Tierra y Paz,Torres del rio 3778,Mexico,52-587766,A,Nave,Centro,GUTIERREZ,LUCIA,38,Soltero,40709,52-7974272,10/11/2017,2017,10,11,Viernes,Noviembre,4
1889,10/11/2017 0:00,6,1,341584,44,4,Agora e Tudo MM,Ipanema 875,Brazil,55-1276337,BB,Consultorio,Norte,DIAZ,SANTIAGO,55,Casado,31119,52-4165349,10/11/2017,2017,10,11,Viernes,Noviembre,4
1890,10/11/2017 0:00,3,3,2070750,26,4,Agora e Tudo MM,Ipanema 875,Brazil,55-1276337,BB,Local,Centro,DIAZ,MARIA JOSE,33,Soltero,30210,52-8700147,10/11/2017,2017,10,11,Viernes,Noviembre,4
1891,10/11/2017 0:00,2,4,499735,15,4,Agora e Tudo MM,Ipanema 875,Brazil,55-1276337,BB,Oficina,Sur,RUIZ,MIGUEL,26,Casado,33489,52-4680206,10/11/2017,2017,10,11,Viernes,Noviembre,4
1892,10/11/2017 0:00,5,3,1380764,19,10,Bienestar Land,Independencia 548,Paraguay,595-334783,C,Isla,Centro,GOMEZ,ANA,45,Casado,41839,52-5074633,10/11/2017,2017,10,11,Viernes,Noviembre,4
1893,10/11/2017 0:00,3,4,526680,1,7,The LandLord,Calle Aviacion 65,Uruguay,598-675552,CC,Local,Sur,SANCHEZ,ANTONIO,25,Soltero,40693,52-3519683,10/11/2017,2017,10,11,Viernes,Noviembre,4
1894,11/11/2017 0:00,1,2,426880,4,6,Pacifico Norte & CO,Constitucion 2322,Salvador,503-663333,B,Terreno,Oeste,CARRASCO,FRANCISCO,52,Soltero,23299,52-9555367,11/11/2017,2017,11,11,S bado,Noviembre,4
1895,11/11/2017 0:00,4,1,1720320,49,5,Honduland,Avenida Gobernador 874,Honduras,,B,Nave,Norte,GABARRI,JAIME,27,Casado,34054,52-8454005,11/11/2017,2017,11,11,S bado,Noviembre,4
1896,11/11/2017 0:00,3,1,804683,26,4,Agora e Tudo MM,Ipanema 875,Brazil,55-1276337,BB,Local,Norte,DIAZ,MARIA JOSE,33,Soltero,30210,52-8700147,11/11/2017,2017,11,11,S bado,Noviembre,4
1897,12/11/2017 0:00,3,4,421290,10,4,Agora e Tudo MM,Ipanema 875,Brazil,55-1276337,BB,Local,Sur,MARTINEZ,JOSE LUIS,44,Soltero,20931,52-8018628,12/11/2017,2017,12,11,Domingo,Noviembre,4
1898,13/11/2017 0:00,4,1,1179957,2,4,Agora e Tudo MM,Ipanema 875,Brazil,55-1276337,BB,Nave,Norte,ADELA,MANUEL,34,Casado,28245,52-6505990,13/11/2017,2017,13,11,Lunes,Noviembre,4
1899,13/11/2017 0:00,5,4,878940,27,5,Honduland,Avenida Gobernador 874,Honduras,,B,Isla,Sur,MARIN,ANTONIA,43,Soltero,31272,52-7486806,13/11/2017,2017,13,11,Lunes,Noviembre,4
1900,13/11/2017 0:00,2,3,1116587,4,10,Bienestar Land,Independencia 548,Paraguay,595-334783,C,Oficina,Centro,CARRASCO,FRANCISCO,52,Soltero,23299,52-9555367,13/11/2017,2017,13,11,Lunes,Noviembre,4
1901,14/11/2017 0:00,6,3,917378,45,8,Too & A,Heroes Militares 2390,Cost Rica,506-632893,C,Consultorio,Centro,ORTEGA,VICTOR,39,Soltero,27905,52-8199111,14/11/2017,2017,14,11,Martes,Noviembre,4
1902,14/11/2017 0:00,4,1,431275,27,8,Too & A,Heroes Militares 2390,Cost Rica,506-632893,C,Nave,Norte,MARIN,ANTONIA,43,Soltero,31272,52-7486806,14/11/2017,2017,14,11,Martes,Noviembre,4
1903,16/11/2017 0:00,1,4,1213505,15,10,Bienestar Land,Independencia 548,Paraguay,595-334783,C,Terreno,Sur,RUIZ,MIGUEL,26,Casado,33489,52-4680206,16/11/2017,2017,16,11,Jueves,Noviembre,4
1904,16/11/2017 0:00,3,3,1601600,6,8,Too & A,Heroes Militares 2390,Cost Rica,506-632893,C,Local,Centro,FERRERO,JUAN,30,Soltero,31639,52-4517685,16/11/2017,2017,16,11,Jueves,Noviembre,4
1905,16/11/2017 0:00,2,1,756900,30,7,The LandLord,Calle Aviacion 65,Uruguay,598-675552,CC,Oficina,Norte,SANCHEZ,ADRIAN,37,Casado,33019,52-9113674,16/11/2017,2017,16,11,Jueves,Noviembre,4
1906,17/11/2017 0:00,2,3,416430,44,6,Pacifico Norte & CO,Constitucion 2322,Salvador,503-663333,B,Oficina,Centro,DIAZ,SANTIAGO,55,Casado,31119,52-4165349,17/11/2017,2017,17,11,Viernes,Noviembre,4
1907,17/11/2017 0:00,4,3,501380,29,7,The LandLord,Calle Aviacion 65,Uruguay,598-675552,CC,Nave,Centro,RUBIO,ALVARO,44,Soltero,21216,52-6616580,17/11/2017,2017,17,11,Viernes,Noviembre,4
1908,18/11/2017 0:00,1,1,472668,22,3,Tierra y Paz,Torres del rio 3778,Mexico,52-587766,A,Terreno,Norte,ALONSO,MARIA ANGELES,30,Soltero,31385,52-6002934,18/11/2017,2017,18,11,S bado,Noviembre,4
1909,18/11/2017 0:00,1,3,508606,28,6,Pacifico Norte & CO,Constitucion 2322,Salvador,503-663333,B,Terreno,Centro,EZQUERRO,DOLORES,37,Casado,18052,52-7313181,18/11/2017,2017,18,11,S bado,Noviembre,4
1910,18/11/2017 0:00,4,3,1179190,3,1,Mart B & C,Av Reforma 232,Chile,56-335555,AA,Nave,Centro,MARTINEZ,JOSE,45,Casado,43797,52-3499058,18/11/2017,2017,18,11,S bado,Noviembre,4
1911,18/11/2017 0:00,4,4,1059827,45,6,Pacifico Norte & CO,Constitucion 2322,Salvador,503-663333,B,Nave,Sur,ORTEGA,VICTOR,39,Soltero,27905,52-8199111,18/11/2017,2017,18,11,S bado,Noviembre,4
1912,19/11/2017 0:00,5,2,783370,10,7,The LandLord,Calle Aviacion 65,Uruguay,598-675552,CC,Isla,Oeste,MARTINEZ,JOSE LUIS,44,Soltero,20931,52-8018628,19/11/2017,2017,19,11,Domingo,Noviembre,4
1913,19/11/2017 0:00,5,3,1926344,15,1,Mart B & C,Av Reforma 232,Chile,56-335555,AA,Isla,Centro,RUIZ,MIGUEL,26,Casado,33489,52-4680206,19/11/2017,2017,19,11,Domingo,Noviembre,4
1914,19/11/2017 0:00,2,1,914641,42,2,Bienes de Occidente,Cali 854,Colombia,57-899666,AA,Oficina,Norte,RAMIREZ,JUAN MANUEL,29,Soltero,44484,52-8754064,19/11/2017,2017,19,11,Domingo,Noviembre,4
1915,19/11/2017 0:00,5,1,1736901,31,6,Pacifico Norte & CO,Constitucion 2322,Salvador,503-663333,B,Isla,Norte,CALVO,JUAN JOSE,56,Soltero,35510,52-6487633,19/11/2017,2017,19,11,Domingo,Noviembre,4
1916,19/11/2017 0:00,3,1,2323868,10,8,Too & A,Heroes Militares 2390,Cost Rica,506-632893,C,Local,Norte,MARTINEZ,JOSE LUIS,44,Soltero,20931,52-8018628,19/11/2017,2017,19,11,Domingo,Noviembre,4
1917,20/11/2017 0:00,2,3,426010,30,4,Agora e Tudo MM,Ipanema 875,Brazil,55-1276337,BB,Oficina,Centro,SANCHEZ,ADRIAN,37,Casado,33019,52-9113674,20/11/2017,2017,20,11,Lunes,Noviembre,4
1918,20/11/2017 0:00,1,2,301815,23,3,Tierra y Paz,Torres del rio 3778,Mexico,52-587766,A,Terreno,Oeste,PASCUAL,FRANCISCA,29,Casado,26106,52-9055637,20/11/2017,2017,20,11,Lunes,Noviembre,4
1919,20/11/2017 0:00,3,3,363968,14,5,Honduland,Avenida Gobernador 874,Honduras,,B,Local,Centro,JIMENEZ,ALEJANDRO,38,Soltero,40973,52-7854595,20/11/2017,2017,20,11,Lunes,Noviembre,4
1920,20/11/2017 0:00,4,2,2347137,42,3,Tierra y Paz,Torres del rio 3778,Mexico,52-587766,A,Nave,Oeste,RAMIREZ,JUAN MANUEL,29,Soltero,44484,52-8754064,20/11/2017,2017,20,11,Lunes,Noviembre,4
1921,21/11/2017 0:00,3,2,655893,18,4,Agora e Tudo MM,Ipanema 875,Brazil,55-1276337,BB,Local,Oeste,LOPEZ,MARIA TERESA,34,Casado,43909,52-5697896,21/11/2017,2017,21,11,Martes,Noviembre,4
1922,21/11/2017 0:00,4,3,1360523,24,5,Honduland,Avenida Gobernador 874,Honduras,,B,Nave,Centro,GUTIERREZ,LUCIA,38,Soltero,40709,52-7974272,21/11/2017,2017,21,11,Martes,Noviembre,4
1923,21/11/2017 0:00,4,3,1276289,18,9,JKP Asesores,Flores 323,Argentina,54-7713300,C,Nave,Centro,LOPEZ,MARIA TERESA,34,Casado,43909,52-5697896,21/11/2017,2017,21,11,Martes,Noviembre,4
1924,22/11/2017 0:00,1,3,2613405,40,1,Mart B & C,Av Reforma 232,Chile,56-335555,AA,Terreno,Centro,SANTAMARIA,ANA BELEN,60,Casado,30063,52-8331445,22/11/2017,2017,22,11,Mi rcoles,Noviembre,4
1925,22/11/2017 0:00,5,4,1817736,46,8,Too & A,Heroes Militares 2390,Cost Rica,506-632893,C,Isla,Sur,HERCE,EDUARDO,51,Soltero,16612,52-6554714,22/11/2017,2017,22,11,Mi rcoles,Noviembre,4
1926,22/11/2017 0:00,4,2,557127,21,8,Too & A,Heroes Militares 2390,Cost Rica,506-632893,C,Nave,Oeste,MORENO,MARTA,41,Soltero,56000,52-8947068,22/11/2017,2017,22,11,Mi rcoles,Noviembre,4
1927,23/11/2017 0:00,1,2,187680,6,1,Mart B & C,Av Reforma 232,Chile,56-335555,AA,Terreno,Oeste,FERRERO,JUAN,30,Soltero,31639,52-4517685,23/11/2017,2017,23,11,Jueves,Noviembre,4
1928,23/11/2017 0:00,6,3,1674903,40,4,Agora e Tudo MM,Ipanema 875,Brazil,55-1276337,BB,Consultorio,Centro,SANTAMARIA,ANA BELEN,60,Casado,30063,52-8331445,23/11/2017,2017,23,11,Jueves,Noviembre,4
1929,23/11/2017 0:00,6,2,854496,21,7,The LandLord,Calle Aviacion 65,Uruguay,598-675552,CC,Consultorio,Oeste,MORENO,MARTA,41,Soltero,56000,52-8947068,23/11/2017,2017,23,11,Jueves,Noviembre,4
1930,23/11/2017 0:00,5,3,1539252,7,1,Mart B & C,Av Reforma 232,Chile,56-335555,AA,Isla,Centro,MADERO,JOSE ANTONIO,29,Soltero,17938,52-6564888,23/11/2017,2017,23,11,Jueves,Noviembre,4
1931,24/11/2017 0:00,4,3,1228320,12,10,Bienestar Land,Independencia 548,Paraguay,595-334783,C,Nave,Centro,FERNANDEZ,CARLOS,33,Soltero,23888,52-7116464,24/11/2017,2017,24,11,Viernes,Noviembre,4
1932,24/11/2017 0:00,2,2,795696,11,8,Too & A,Heroes Militares 2390,Cost Rica,506-632893,C,Oficina,Oeste,GARCIA,FRANCISCO JAVIER,47,Casado,34525,52-6934824,24/11/2017,2017,24,11,Viernes,Noviembre,4
1933,24/11/2017 0:00,5,4,1688040,24,3,Tierra y Paz,Torres del rio 3778,Mexico,52-587766,A,Isla,Sur,GUTIERREZ,LUCIA,38,Soltero,40709,52-7974272,24/11/2017,2017,24,11,Viernes,Noviembre,4
1934,25/11/2017 0:00,5,3,1021230,2,5,Honduland,Avenida Gobernador 874,Honduras,,B,Isla,Centro,ADELA,MANUEL,34,Casado,28245,52-6505990,25/11/2017,2017,25,11,S bado,Noviembre,4
1935,25/11/2017 0:00,5,3,405280,37,3,Tierra y Paz,Torres del rio 3778,Mexico,52-587766,A,Isla,Centro,ALVAREZ,MARIA ROSA,25,Soltero,43099,52-5591171,25/11/2017,2017,25,11,S bado,Noviembre,4
1936,25/11/2017 0:00,6,4,1780350,41,4,Agora e Tudo MM,Ipanema 875,Brazil,55-1276337,BB,Consultorio,Sur,BENITO,MARIA ELENA,59,Casado,39036,52-7174212,25/11/2017,2017,25,11,S bado,Noviembre,4
1937,25/11/2017 0:00,4,2,1265992,2,7,The LandLord,Calle Aviacion 65,Uruguay,598-675552,CC,Nave,Oeste,ADELA,MANUEL,34,Casado,28245,52-6505990,25/11/2017,2017,25,11,S bado,Noviembre,4
1938,26/11/2017 0:00,2,3,783860,35,3,Tierra y Paz,Torres del rio 3778,Mexico,52-587766,A,Oficina,Centro,GARRIDO,INES,36,Casado,34816,52-5023604,26/11/2017,2017,26,11,Domingo,Noviembre,4
1939,26/11/2017 0:00,5,2,693631,37,8,Too & A,Heroes Militares 2390,Cost Rica,506-632893,C,Isla,Oeste,ALVAREZ,MARIA ROSA,25,Soltero,43099,52-5591171,26/11/2017,2017,26,11,Domingo,Noviembre,4
1940,27/11/2017 0:00,5,2,941154,21,1,Mart B & C,Av Reforma 232,Chile,56-335555,AA,Isla,Oeste,MORENO,MARTA,41,Soltero,56000,52-8947068,27/11/2017,2017,27,11,Lunes,Noviembre,4
1941,27/11/2017 0:00,4,1,1701080,23,10,Bienestar Land,Independencia 548,Paraguay,595-334783,C,Nave,Norte,PASCUAL,FRANCISCA,29,Casado,26106,52-9055637,27/11/2017,2017,27,11,Lunes,Noviembre,4
1942,27/11/2017 0:00,3,2,747947,36,4,Agora e Tudo MM,Ipanema 875,Brazil,55-1276337,BB,Local,Oeste,GUTIERREZ,MIRIAM,27,Soltero,38620,52-4159394,27/11/2017,2017,27,11,Lunes,Noviembre,4
1943,28/11/2017 0:00,3,1,1406563,22,3,Tierra y Paz,Torres del rio 3778,Mexico,52-587766,A,Local,Norte,ALONSO,MARIA ANGELES,30,Soltero,31385,52-6002934,28/11/2017,2017,28,11,Martes,Noviembre,4
1944,28/11/2017 0:00,2,2,1527120,12,7,The LandLord,Calle Aviacion 65,Uruguay,598-675552,CC,Oficina,Oeste,FERNANDEZ,CARLOS,33,Soltero,23888,52-7116464,28/11/2017,2017,28,11,Martes,Noviembre,4
1945,30/11/2017 0:00,2,1,1545720,35,6,Pacifico Norte & CO,Constitucion 2322,Salvador,503-663333,B,Oficina,Norte,GARRIDO,INES,36,Casado,34816,52-5023604,30/11/2017,2017,30,11,Jueves,Noviembre,4
1946,30/11/2017 0:00,6,4,2147112,39,9,JKP Asesores,Flores 323,Argentina,54-7713300,C,Consultorio,Sur,MUNOZ,LORENA,26,Casado,41778,52-9453091,30/11/2017,2017,30,11,Jueves,Noviembre,4
1947,30/11/2017 0:00,6,1,1189936,13,9,JKP Asesores,Flores 323,Argentina,54-7713300,C,Consultorio,Norte,PEREZ,JESUS,53,Soltero,19252,52-6594876,30/11/2017,2017,30,11,Jueves,Noviembre,4
1948,01/12/2017 0:00,4,4,1685904,45,4,Agora e Tudo MM,Ipanema 875,Brazil,55-1276337,BB,Nave,Sur,ORTEGA,VICTOR,39,Soltero,27905,52-8199111,01/12/2017,2017,1,12,Viernes,Diciembre,4
1949,02/12/2017 0:00,6,4,693515,47,9,JKP Asesores,Flores 323,Argentina,54-7713300,C,Consultorio,Sur,LEON,MARIO,31,Casado,38368,52-7467787,02/12/2017,2017,2,12,S bado,Diciembre,4
1950,02/12/2017 0:00,5,4,324213,38,5,Honduland,Avenida Gobernador 874,Honduras,,B,Isla,Sur,PALACIOS,DANIELA,43,Soltero,42704,52-4612412,02/12/2017,2017,2,12,S bado,Diciembre,4
1951,02/12/2017 0:00,5,2,753786,4,5,Honduland,Avenida Gobernador 874,Honduras,,B,Isla,Oeste,CARRASCO,FRANCISCO,52,Soltero,23299,52-9555367,02/12/2017,2017,2,12,S bado,Diciembre,4
1952,03/12/2017 0:00,4,1,1341684,11,9,JKP Asesores,Flores 323,Argentina,54-7713300,C,Nave,Norte,GARCIA,FRANCISCO JAVIER,47,Casado,34525,52-6934824,03/12/2017,2017,3,12,Domingo,Diciembre,4
1953,03/12/2017 0:00,1,2,2103000,21,3,Tierra y Paz,Torres del rio 3778,Mexico,52-587766,A,Terreno,Oeste,MORENO,MARTA,41,Soltero,56000,52-8947068,03/12/2017,2017,3,12,Domingo,Diciembre,4
1954,03/12/2017 0:00,5,1,1346136,9,5,Honduland,Avenida Gobernador 874,Honduras,,B,Isla,Norte,HERNANDEZ,DANIEL,37,Casado,33192,52-5565477,03/12/2017,2017,3,12,Domingo,Diciembre,4
1955,04/12/2017 0:00,4,4,753900,19,10,Bienestar Land,Independencia 548,Paraguay,595-334783,C,Nave,Sur,GOMEZ,ANA,45,Casado,41839,52-5074633,04/12/2017,2017,4,12,Lunes,Diciembre,4
1956,04/12/2017 0:00,5,2,1028382,11,3,Tierra y Paz,Torres del rio 3778,Mexico,52-587766,A,Isla,Oeste,GARCIA,FRANCISCO JAVIER,47,Casado,34525,52-6934824,04/12/2017,2017,4,12,Lunes,Diciembre,4
1957,05/12/2017 0:00,3,4,2868470,28,5,Honduland,Avenida Gobernador 874,Honduras,,B,Local,Sur,EZQUERRO,DOLORES,37,Casado,18052,52-7313181,05/12/2017,2017,5,12,Martes,Diciembre,4
1958,06/12/2017 0:00,1,1,1536832,34,2,Bienes de Occidente,Cali 854,Colombia,57-899666,AA,Terreno,Norte,BLANCO,EVA MARIA,56,Soltero,35991,52-8364603,06/12/2017,2017,6,12,Mi rcoles,Diciembre,4
1959,06/12/2017 0:00,4,3,1002211,33,8,Too & A,Heroes Militares 2390,Cost Rica,506-632893,C,Nave,Centro,IBANEZ,MARIA VICTORIA,38,Soltero,27934,52-4389266,06/12/2017,2017,6,12,Mi rcoles,Diciembre,4
1960,06/12/2017 0:00,5,3,2446962,42,1,Mart B & C,Av Reforma 232,Chile,56-335555,AA,Isla,Centro,RAMIREZ,JUAN MANUEL,29,Soltero,44484,52-8754064,06/12/2017,2017,6,12,Mi rcoles,Diciembre,4
1961,06/12/2017 0:00,4,4,807120,37,4,Agora e Tudo MM,Ipanema 875,Brazil,55-1276337,BB,Nave,Sur,ALVAREZ,MARIA ROSA,25,Soltero,43099,52-5591171,06/12/2017,2017,6,12,Mi rcoles,Diciembre,4
1962,08/12/2017 0:00,4,4,2203166,22,1,Mart B & C,Av Reforma 232,Chile,56-335555,AA,Nave,Sur,ALONSO,MARIA ANGELES,30,Soltero,31385,52-6002934,08/12/2017,2017,8,12,Viernes,Diciembre,4
1963,09/12/2017 0:00,3,3,536679,10,5,Honduland,Avenida Gobernador 874,Honduras,,B,Local,Centro,MARTINEZ,JOSE LUIS,44,Soltero,20931,52-8018628,09/12/2017,2017,9,12,S bado,Diciembre,4
1964,10/12/2017 0:00,6,2,804344,47,3,Tierra y Paz,Torres del rio 3778,Mexico,52-587766,A,Consultorio,Oeste,LEON,MARIO,31,Casado,38368,52-7467787,10/12/2017,2017,10,12,Domingo,Diciembre,4
1965,10/12/2017 0:00,1,1,293949,28,5,Honduland,Avenida Gobernador 874,Honduras,,B,Terreno,Norte,EZQUERRO,DOLORES,37,Casado,18052,52-7313181,10/12/2017,2017,10,12,Domingo,Diciembre,4
1966,10/12/2017 0:00,2,4,270996,28,8,Too & A,Heroes Militares 2390,Cost Rica,506-632893,C,Oficina,Sur,EZQUERRO,DOLORES,37,Casado,18052,52-7313181,10/12/2017,2017,10,12,Domingo,Diciembre,4
1967,11/12/2017 0:00,4,1,2046384,21,8,Too & A,Heroes Militares 2390,Cost Rica,506-632893,C,Nave,Norte,MORENO,MARTA,41,Soltero,56000,52-8947068,11/12/2017,2017,11,12,Lunes,Diciembre,4
1968,12/12/2017 0:00,2,1,1732446,32,3,Tierra y Paz,Torres del rio 3778,Mexico,52-587766,A,Oficina,Norte,SAEZ,DIEGO,50,Casado,16786,52-4355342,12/12/2017,2017,12,12,Martes,Diciembre,4
1969,13/12/2017 0:00,6,4,1842785,34,3,Tierra y Paz,Torres del rio 3778,Mexico,52-587766,A,Consultorio,Sur,BLANCO,EVA MARIA,56,Soltero,35991,52-8364603,13/12/2017,2017,13,12,Mi rcoles,Diciembre,4
1970,13/12/2017 0:00,4,4,856692,25,3,Tierra y Paz,Torres del rio 3778,Mexico,52-587766,A,Nave,Sur,GIL,MARIA ISABEL,37,Soltero,44213,52-7343501,13/12/2017,2017,13,12,Mi rcoles,Diciembre,4
1971,13/12/2017 0:00,3,2,857925,37,8,Too & A,Heroes Militares 2390,Cost Rica,506-632893,C,Local,Oeste,ALVAREZ,MARIA ROSA,25,Soltero,43099,52-5591171,13/12/2017,2017,13,12,Mi rcoles,Diciembre,4
1972,14/12/2017 0:00,4,3,814968,2,8,Too & A,Heroes Militares 2390,Cost Rica,506-632893,C,Nave,Centro,ADELA,MANUEL,34,Casado,28245,52-6505990,14/12/2017,2017,14,12,Jueves,Diciembre,4
1973,14/12/2017 0:00,1,2,490507,13,9,JKP Asesores,Flores 323,Argentina,54-7713300,C,Terreno,Oeste,PEREZ,JESUS,53,Soltero,19252,52-6594876,14/12/2017,2017,14,12,Jueves,Diciembre,4
1974,14/12/2017 0:00,1,2,387828,41,5,Honduland,Avenida Gobernador 874,Honduras,,B,Terreno,Oeste,BENITO,MARIA ELENA,59,Casado,39036,52-7174212,14/12/2017,2017,14,12,Jueves,Diciembre,4
1975,14/12/2017 0:00,4,4,907137,15,9,JKP Asesores,Flores 323,Argentina,54-7713300,C,Nave,Sur,RUIZ,MIGUEL,26,Casado,33489,52-4680206,14/12/2017,2017,14,12,Jueves,Diciembre,4
1976,14/12/2017 0:00,2,4,1393095,38,6,Pacifico Norte & CO,Constitucion 2322,Salvador,503-663333,B,Oficina,Sur,PALACIOS,DANIELA,43,Soltero,42704,52-4612412,14/12/2017,2017,14,12,Jueves,Diciembre,4
1977,15/12/2017 0:00,2,3,1395387,33,3,Tierra y Paz,Torres del rio 3778,Mexico,52-587766,A,Oficina,Centro,IBANEZ,MARIA VICTORIA,38,Soltero,27934,52-4389266,15/12/2017,2017,15,12,Viernes,Diciembre,4
1978,16/12/2017 0:00,4,3,696762,45,9,JKP Asesores,Flores 323,Argentina,54-7713300,C,Nave,Centro,ORTEGA,VICTOR,39,Soltero,27905,52-8199111,16/12/2017,2017,16,12,S bado,Diciembre,4
1979,17/12/2017 0:00,5,4,2136288,38,5,Honduland,Avenida Gobernador 874,Honduras,,B,Isla,Sur,PALACIOS,DANIELA,43,Soltero,42704,52-4612412,17/12/2017,2017,17,12,Domingo,Diciembre,4
1980,17/12/2017 0:00,2,1,2671748,21,7,The LandLord,Calle Aviacion 65,Uruguay,598-675552,CC,Oficina,Norte,MORENO,MARTA,41,Soltero,56000,52-8947068,17/12/2017,2017,17,12,Domingo,Diciembre,4
1981,17/12/2017 0:00,2,2,425565,41,10,Bienestar Land,Independencia 548,Paraguay,595-334783,C,Oficina,Oeste,BENITO,MARIA ELENA,59,Casado,39036,52-7174212,17/12/2017,2017,17,12,Domingo,Diciembre,4
1982,18/12/2017 0:00,6,4,1036392,33,7,The LandLord,Calle Aviacion 65,Uruguay,598-675552,CC,Consultorio,Sur,IBANEZ,MARIA VICTORIA,38,Soltero,27934,52-4389266,18/12/2017,2017,18,12,Lunes,Diciembre,4
1983,18/12/2017 0:00,4,4,2390634,7,4,Agora e Tudo MM,Ipanema 875,Brazil,55-1276337,BB,Nave,Sur,MADERO,JOSE ANTONIO,29,Soltero,17938,52-6564888,18/12/2017,2017,18,12,Lunes,Diciembre,4
1984,18/12/2017 0:00,3,3,701250,3,2,Bienes de Occidente,Cali 854,Colombia,57-899666,AA,Local,Centro,MARTINEZ,JOSE,45,Casado,43797,52-3499058,18/12/2017,2017,18,12,Lunes,Diciembre,4
1985,18/12/2017 0:00,6,3,2789428,5,5,Honduland,Avenida Gobernador 874,Honduras,,B,Consultorio,Centro,CUEVAS,DAVID,41,Casado,27574,52-3519737,18/12/2017,2017,18,12,Lunes,Diciembre,4
1986,18/12/2017 0:00,3,4,940500,39,1,Mart B & C,Av Reforma 232,Chile,56-335555,AA,Local,Sur,MUNOZ,LORENA,26,Casado,41778,52-9453091,18/12/2017,2017,18,12,Lunes,Diciembre,4
1987,18/12/2017 0:00,1,2,875978,38,10,Bienestar Land,Independencia 548,Paraguay,595-334783,C,Terreno,Oeste,PALACIOS,DANIELA,43,Soltero,42704,52-4612412,18/12/2017,2017,18,12,Lunes,Diciembre,4
1988,19/12/2017 0:00,5,2,1770930,41,4,Agora e Tudo MM,Ipanema 875,Brazil,55-1276337,BB,Isla,Oeste,BENITO,MARIA ELENA,59,Casado,39036,52-7174212,19/12/2017,2017,19,12,Martes,Diciembre,4
1989,19/12/2017 0:00,4,4,2548584,28,9,JKP Asesores,Flores 323,Argentina,54-7713300,C,Nave,Sur,EZQUERRO,DOLORES,37,Casado,18052,52-7313181,19/12/2017,2017,19,12,Martes,Diciembre,4
1990,19/12/2017 0:00,4,3,2021880,11,10,Bienestar Land,Independencia 548,Paraguay,595-334783,C,Nave,Centro,GARCIA,FRANCISCO JAVIER,47,Casado,34525,52-6934824,19/12/2017,2017,19,12,Martes,Diciembre,4
1991,19/12/2017 0:00,3,3,2456958,29,7,The LandLord,Calle Aviacion 65,Uruguay,598-675552,CC,Local,Centro,RUBIO,ALVARO,44,Soltero,21216,52-6616580,19/12/2017,2017,19,12,Martes,Diciembre,4
1992,19/12/2017 0:00,5,1,984144,37,5,Honduland,Avenida Gobernador 874,Honduras,,B,Isla,Norte,ALVAREZ,MARIA ROSA,25,Soltero,43099,52-5591171,19/12/2017,2017,19,12,Martes,Diciembre,4
1993,20/12/2017 0:00,2,2,2110342,38,1,Mart B & C,Av Reforma 232,Chile,56-335555,AA,Oficina,Oeste,PALACIOS,DANIELA,43,Soltero,42704,52-4612412,20/12/2017,2017,20,12,Mi rcoles,Diciembre,4
1994,20/12/2017 0:00,4,2,651192,33,10,Bienestar Land,Independencia 548,Paraguay,595-334783,C,Nave,Oeste,IBANEZ,MARIA VICTORIA,38,Soltero,27934,52-4389266,20/12/2017,2017,20,12,Mi rcoles,Diciembre,4
1995,20/12/2017 0:00,2,4,2263626,41,4,Agora e Tudo MM,Ipanema 875,Brazil,55-1276337,BB,Oficina,Sur,BENITO,MARIA ELENA,59,Casado,39036,52-7174212,20/12/2017,2017,20,12,Mi rcoles,Diciembre,4
1996,20/12/2017 0:00,5,3,1642584,21,8,Too & A,Heroes Militares 2390,Cost Rica,506-632893,C,Isla,Centro,MORENO,MARTA,41,Soltero,56000,52-8947068,20/12/2017,2017,20,12,Mi rcoles,Diciembre,4
1997,20/12/2017 0:00,4,3,1058840,43,6,Pacifico Norte & CO,Constitucion 2322,Salvador,503-663333,B,Nave,Centro,OCHOA,JOAQUIN,49,Casado,44189,52-7913645,20/12/2017,2017,20,12,Mi rcoles,Diciembre,4
